
"Alert ID","SMARTS","ARTICLEID","PROPERTY","NAME","DESCRIPTION","PAGE","TABLE","LINE","COMMENT","SMARTS_DESCRIPTION","PUBMEDID","Publication"
"TA906","c1c([OH1])c([OH1])ccc1 ","A10262","Reactive, unstable, toxic","Hydroquinone","","-","-","-","","","-","2011 Life_Chemicals"
"TA907","[N!R][N!R]","A10262","Reactive, unstable, toxic","N-N Single bound not in a ring","","-","-","-","-","","-","2011 Life_Chemicals"
"TA908","CC([OX2]C)([OX2]C)C","A10262","Reactive, unstable, toxic","Ketal","R = aliphatic carbon atom","-","-","-","-","","-","2011 Life_Chemicals"
"TA909","[CX4H1](C)([OX2]C)([OX2])","A10262","Reactive, unstable, toxic","Acetal","R = aliphatic carbon atom; R1 = any atom/ group","-","-","-","-","","-","2011 Life_Chemicals"
"TA910","[$(C(=[OX1])[CX2]#[NX1]),$(S(=[OX1])[CX2]#[NX1])]","A10262","Reactive, unstable, toxic","Acyl and sulfinyl cyanide","R = any atom/ group","-","-","-","-","","-","2011 Life_Chemicals"
"TA911"," [#7]1([CX3]=[OX1])-,:[#6]=,:[#7]-,:[#7]=,:[#7]1","A10262","Reactive, unstable, toxic","Amidotetrazole","","-","-","-","","","-","2011 Life_Chemicals"
"TA912","[NX3H2][#7,#8]","A10262","Reactive, unstable, toxic","Hydrazine and other nucleophilic NH2-groups","","-","-","-","","","-","2011 Life_Chemicals"
"TA913","[NX3]([OH1])[CX4]","A10262","Reactive, unstable, toxic","Hydroxylamines","R = alkyl carbon","-","-","-","-","","-","2011 Life_Chemicals"
"TA914","[NX2]=[OX1]","A10262","Reactive, unstable, toxic","Nitroso ","R = any atom/ group","-","-","-","-","","-","2011 Life_Chemicals"
"TA915","c1([F,Cl,Br,I,$(C(C)=NO),$([CX2]#[NX1]),$([CX3]=[OX1]),$([CX4](F)(F)F),$([SX4](=[OX1])=[OX1]);!$([CX3](=[OX1])[OH1])])na([F,Cl,Br,I,$([SX4](=[OX1])(=[OX1])C)])a([!#7])a([!#7])a1","A10262","Reactive, unstable, toxic","Activated halo- and sulfonyl-aromatics","A = any aromatic atom; R1 = F, Cl, Br, I, -C(C)=NO, -C#N, -C=O, -CF3, -SO2 and R1 ? -COOH; R2 = F, Cl, Br, I, SO2C; R3 = any atom except N","-","-","-","","","-","2011 Life_Chemicals"
"TA916","N1C(=[SX1])[SX2]C(=C)[CX3]1=[OX1]","A10262","Reactive, unstable, toxic","Rhodanines","","-","-","-","","","-","2011 Life_Chemicals"
"TA917","[C!R]([Cl,Br,I])[Cl,Br,I]","A10262","Reactive, unstable, toxic","Acyclic gem-dihalosubstituted carbon atom","","-","-","-","","","-","2011 Life_Chemicals"
"TA918","[N!R]=[C,N]","A10262","Reactive, unstable, toxic","Imines    ","","-","-","-","-","","-","2011 Life_Chemicals"
"TA919","[$([#7+R][OX1-!R]),$([#7v5R]=[OX1!R]);!$([#7](~[O])~[O]);!$([#7]=[#7])]","A10262","Reactive, unstable, toxic","N-Oxides                                                                                                              ","","-","-","-","","","-","2011 Life_Chemicals"
"TA920","C[CX3H1]=[CX3!R](C(=[OX1])[!#1]~[!#1])[CX2]#[NX1]","A10262","Reactive, unstable, toxic","Michael acceptors (carbonyl containing acrylonitrile derivatives)","R = aliphatic carbon; A = any atom except H; ~ = any bond","-","-","-","-","","-","2011 Life_Chemicals"
"TA921","a1c([F,Cl,Br,I])c([F,Cl,Br,I])ac([F,Cl,Br,I])a1 ","A10262","Reactive, unstable, toxic","Over halogenated rings","A = any aromatic atom; X = F, Cl, Br, I","-","-","-","","","-","2011 Life_Chemicals"
"TA922","[CX3]1(=[!#1!#6])[CX3](=[!#1!#6])[#6X3]=,:[#6X3]-,:[#6X3]=,:[#6X3]1","A10262","Reactive, unstable, toxic","o-Quinones (1)","A = any atom except C and H","-","-","-","","","-","2011 Life_Chemicals"
"TA923","CC(=[!#1!#6;!R])C(=[!#1!#6;!R])C","A10262","Reactive, unstable, toxic","o-Quinones (2)","A = any atom except C and H","-","-","-","","","-","2011 Life_Chemicals"
"TA924","CC(=[!#1!#6;!R])S(=[OX1])(=[OX1])","A10262","Reactive, unstable, toxic","o-Quinones (4)","","-","-","-","","","-","2011 Life_Chemicals"
"TA925","[#6X3]1=,:[#6X3][CX3](=[!#1!#6])[#6X3]=,:[#6X3][#6X3]1(=[!#1!#6])","A10262","Reactive, unstable, toxic","p-Quinones (1)","A = any atom except C and H","-","-","-","","","-","2011 Life_Chemicals"
"TA926","[$([$([*R2]([*R])([*R])([*R]))].[$([*R2]([*R])([*R])([*R]))].[$([*R2]([*R])([*R])([*R]))].[$([*R2]([*R])([*R])([*R]))].[$([*R2]([*R])([*R])([*R]))].[$([*R2]([*R])([*R])([*R]))]),$([$([*R3]([*R3])([*R2,R3])([*R2,R3]))].[$([*R3]([*R3])([*R2,R3])([*R2,R3]))]),$([$([*R2,R3]([*R3])([*R])([*R]))].[$([*R2,R3]([*R3])([*R])([*R]))].[$([*R3]([*R2,R3])([*R2,R3])([*R2,R3]))].[$([*R2,R3]([*R3])([*R2,R3])([*R]))].[$([*R2,R3]([*R2,R3])([*R2,R3])([*R]))].[$([*R2,R3]([*R2,R3])([*R])([*R]))]),$([$([*R2,R3]([*R3])([*R])([*R]))].[$([*R3]([*R2,R3])([*R2,R3])([*R2,R3]))].[$([*R2,R3]([*R3])([*R])([*R]))].[$([*R2,R3]([*R3])([*R2,R3])([*R]))].[$([*R2,R3]([*R2,R3])([*R2,R3])([*R]))].[$([*R2,R3]([*R2,R3])([*R])([*R]))])]","A10262","Reactive, unstable, toxic","Polycyclic 4 fused rings and more","","-","-","-","-","","-","2011 Life_Chemicals"
"TA927","C1C4CC9CC1CC(C4)C9  ","A10262","Reactive, unstable, toxic","Other undesirable policyclic (adamantane derivatives)","","-","-","-","","","-","2011 Life_Chemicals"
"TA928","C1N4CN8CC1CN(C4)C8","A10262","Reactive, unstable, toxic","Other undesirable policyclic (1,3,5-triazaadamantane derivatives)","","-","-","-","","","-","2011 Life_Chemicals"
"TA929","c1ccc2c3c1cccc3CCC2","A10262","Reactive, unstable, toxic","Other undesirable policyclic (2,3-dihydro-1H-phenalene derivatives)","","-","-","-","","","-","2011 Life_Chemicals"
"TA930","c1ccc2c3c1cccc3CC2","A10262","Reactive, unstable, toxic","Other undesirable policyclic (acenaphthene derivatives)","","-","-","-","","","-","2011 Life_Chemicals"
"TA931","[!#1](=O)O[!#1]=O","A10268","Reactive, unstable, toxic","Acid anhydrides and analogues","A = any atom except H","-","-","-","","","-","2011 Enamine"
"TA932","[C,S](=[O,S])[F,Br,Cl,I]","A10268","Reactive, unstable, toxic","Acyl halides and analogues","X = F, Cl, Br, I","-","-","-","","","-","2011 Enamine"
"TA933","N#CC=[C!H0]","A10268","Reactive, unstable, toxic","Acrylonitriles","","-","-","-","","","-","2011 Enamine"
"TA934","N#CC(=O)","A10268","Reactive, unstable, toxic","Cyano carbonyl?compounds?","","-","-","-","","","-","2011 Enamine"
"TA935","[#6][CH]=O","A10268","Reactive, unstable, toxic","Aldehydes","R = any carbon atom","-","-","-","","","-","2011 Enamine"
"TA936","[CX4,C!H0][Br,Cl,I]","A10268","Reactive, unstable, toxic","Alkyl halides","X = Cl, Br, I","-","-","-","","","-","2011 Enamine"
"TA937","[!$([C,S]=O)]N([!$([C,S]=O)])[CX4]N([!$([C,S]=O)])[!$([C,S]=O)]","A10268","Reactive, unstable, toxic","Methylendiamines (1)","R = any atom/ group except -C=O and -S=O","-","-","-","","","-","2011 Enamine"
"TA938","[!$([C,S]=O)][NH][CX4]N([!$([C,S]=O)])[!$([C,S]=O)]","A10268","Reactive, unstable, toxic","Methylendiamines (2)","R = any atom/ group except -C=O and -S=O","-","-","-","","","-","2011 Enamine"
"TA939","[!$([C,S]=O)][NH][CX4][NH][!$([C,S]=O)]","A10268","Reactive, unstable, toxic","Methylendiamines (3)","R = any atom/ group except -C=O and -S=O","-","-","-","","","-","2011 Enamine"
"TA940","[#7][#8][C,S]=O","A10268","Reactive, unstable, toxic","N-Acetoxy amines and their thio analogues","","-","-","-","-","","-","2011 Enamine"
"TA941","[F,Br,Cl,I]-cn","A10268","Reactive, unstable, toxic","?-Halogen substituted N-heterocycles","X = F, Cl, Br, I","-","-","-","","","-","2011 Enamine"
"TA942","[F,Cl,Br,I][$(aa[Nv4,S!v2]),$(aaa[Nv4,S!v2]),$(aaaa[Nv4,S!v2])]","A10268","Reactive, unstable, toxic","Activated haloaromatics","A = any aromatic atom; R = tetravalent nitrogen atom or sulfur atom (divalent sulfur atom is excluded)","-","-","-","","","-","2011 Enamine"
"TA943","[NX1]~[NX2]~[NX2]","A10268","Reactive, unstable, toxic","Compounds containing three bonded nitrogen atoms","","-","-","-","-","","-","2011 Enamine"
"TA944","cC[NX4+]","A10268","Reactive, unstable, toxic","Benzyl ammoniums","A = aromatic carbon atom; R = any atom/ group","-","-","-","","","-","2011 Enamine"
"TA945","C(=O)[#6][NX4+]","A10268","Reactive, unstable, toxic","?-Carbonyl ammoniums","R = any atom/ group","-","-","-","","","-","2011 Enamine"
"TA946","[#6+,#17+,#53+,#15+,#16+]","A10268","Reactive, unstable, toxic","Cations","","-","-","-","","","-","2011 Enamine"
"TA947","[#16][#16]","A10268","Reactive, unstable, toxic","Disulfides","","-","-","-","","","-","2011 Enamine"
"TA948","[#6][CX3](!@N)=[CX3][#6]","A10268","Reactive, unstable, toxic","Enamines","R = any atom/ group","-","-","-","","","-","2011 Enamine"
"TA949","C1[O,S,N]C1","A10268","Reactive, unstable, toxic","Three-membered heterocycles","","-","-","-","","","-","2011 Enamine"
"TA950","[!#1&!#6][F,Cl,Br,I]","A10268","Reactive, unstable, toxic","Halogen-bonded heteroatoms","R = any atom except C and H; X = F, Cl, Br, I","-","-","-","-","","-","2011 Enamine"
"TA951","[C,N]=C=[C,O,N,S]","A10268","Reactive, unstable, toxic","Cumulated double bonds","","-","-","-","-","","-","2011 Enamine"
"TA952","C(=O)Onnn","A10268","Reactive, unstable, toxic","Acetoxy group attached to the aromatic nitrogen","","-","-","-","","","-","2011 Enamine"
"TA953","[#7]!@-N","A10268","Reactive, unstable, toxic","Singel acyclic N-N bonds","","-","-","-","","","-","2011 Enamine"
"TA954","[NX2+]#[CX1-]","A10268","Reactive, unstable, toxic","Isocyanides","R = any atom/ group","-","-","-","","","-","2011 Enamine"
"TA955","[C!H0]=C(C#N)C(=O)","A10268","Reactive, unstable, toxic","Activated double bonds (1)","","-","-","-","","","-","2011 Enamine"
"TA956","[!c][C!H0]=CC=O","A10268","Reactive, unstable, toxic","Activated double bonds (2)","A = any atom except aromatic carbon","-","-","-","","","-","2011 Enamine"
"TA957","[C!H0]=C[S,N]=O","A10268","Reactive, unstable, toxic","Activated double bonds (3)","","-","-","-","","","-","2011 Enamine"
"TA958","nC(=O)[#6]","A10268","Reactive, unstable, toxic","N-Acyl substituted azoheterocycles ","R1 = aromatic nitrogen; R2 = any carbon atom","-","-","-","-","","-","2011 Enamine"
"TA959","[NR0]-[SR0!v6]","A10268","Reactive, unstable, toxic","Singel acyclic N-S bonds","Compounds containing cyclic nitrogen atom single-bonded with 6-valence sulfur atom","-","-","-","","","-","2011 Enamine"
"TA960","C(=O)O[$(aa[Nv4,S!v2]),$(aaa[Nv4,S!v2]),$(aaaa[Nv4,S!v2])]","A10268","Reactive, unstable, toxic","Acetoxy group attached to the substituted aromatic ring","A = any aromatic atom; R = tetravalent nitrogen atom or sulfur atom (divalent sulfur atom is excluded)","-","-","-","-","","-","2011 Enamine"
"TA961","C1[O,S]CC1","A10268","Reactive, unstable, toxic","Oxetanes, thietanes","","-","-","-","","","-","2011 Enamine"
"TA962","CC(=O)C([F,Cl,Br,I])([F,Cl,Br,I])[F,Cl,Br,I]","A10268","Reactive, unstable, toxic","Trihalomethyl ketones","R = aliphatic carbon; X = F, Cl, Br, I ","-","-","-","-","","-","2011 Enamine"
"TA963","OO","A10268","Reactive, unstable, toxic","Peroxides","","-","-","-","","","-","2011 Enamine"
"TA964","[#6]P(=O)O[#6]","A10268","Reactive, unstable, toxic","Phosphonates","","-","-","-","","","-","2011 Enamine"
"TA965","NP(=[N,O,S])","A10268","Reactive, unstable, toxic","Phosphorus containing compounds?","","-","-","-","","","-","2011 Enamine"
"TA966","O=C1C=CC(=O)C=C1","A10268","Reactive, unstable, toxic","p-Quinones","","-","-","-","","","-","2011 Enamine"
"TA967","O=C1C(=O)C=CC=C1","A10268","Reactive, unstable, toxic","o-Quinones","","-","-","-","","","-","2011 Enamine"
"TA968","[#6!v4+0,#7!v3+0,#8!v2+0,#15!v3!v5+0,#16!v2!v4!v6+0]","A10268","Reactive, unstable, toxic","C, N, O, P and S atoms in unusual valence?states","","-","-","-","-","","-","2011 Enamine"
"TA969","SC#N","A10268","Reactive, unstable, toxic","Thiocyanates","","-","-","-","","","-","2011 Enamine"
"TA970","[!#1]OS(=O)O","A10268","Reactive, unstable, toxic","Sulfurous acid esters","A = any atom except H","-","-","-","","","-","2011 Enamine"
"TA971","[#6]S(=O)(=O)O[#6]","A10268","Reactive, unstable, toxic","Sulfonic acid esters","R = any carbon atom","-","-","-","","","-","2011 Enamine"
"TA972","C(=S)[O,S,N]","A10268","Reactive, unstable, toxic","Heteroatom-bonded thiocarbonyls","","-","-","-","","","-","2011 Enamine"
"TA973","[CR0](=O)S","A10268","Reactive, unstable, toxic","Thiocarboxylic acids and their derivatives","","-","-","-","","","-","2011 Enamine"
"TA974","[#6][Sv2H]","A10268","Reactive, unstable, toxic","Thiols","R = any carbon atom","-","-","-","","","-","2011 Enamine"
"TA975","C(=S)[!#1!H0]","A10268","Reactive, unstable, toxic","Thiocarbonyls","R = any atom/ group except H","-","-","-","","","-","2011 Enamine"
"TA976","C(=O)N(C(=O))OC=O","A10268","Reactive, unstable, toxic","N-Acetoxy-N,N-dicarbonyl compounds","","-","-","-","-","","-","2011 Enamine"
"TA977","FC(F)(F)S(=O)","A10268","Reactive, unstable, toxic","Trifluoromethyl sulfinyls","","-","-","-","","","-","2011 Enamine"
"TA978","[#6!c][N!v3]=O","A10268","Reactive, unstable, toxic","Non-threevalent nitrogen double-bonded to oxygen","R = aliphatic carbon; trivalent nitrogen containing compounds are excluded","-","-","-","","","-","2011 Enamine"
"TA979","c12ccccc1cc3ccccc3c2","A10268","Reactive, unstable, toxic","Anthracenes","","-","-","-","","","-","2011 Enamine"
"TA980","[NR0,SR0]=[NR0]","A10268","Reactive, unstable, toxic","Double acyclic N=N and N=S bonds","","-","-","-","","","-","2011 Enamine"
"TA981","c1(cc(N)cc2)c2cccc1","A10268","Reactive, unstable, toxic","?-Aminonaphtalenes","","-","-","-","","","-","2011 Enamine"
"TA982","[#6]P[#6]","A10268","Reactive, unstable, toxic","Dialkyl(aryl) phosphorus containing compounds","R = any carbon atom","-","-","-","","","-","2011 Enamine"
"TA983","[Cl,I]=O","A10268","Reactive, unstable, toxic","Iodosos, chlorosos","","-","-","-","","","-","2011 Enamine"
"TA984","[C,S,P](=O)[OH].[C,S,P](=O)[OH].[C,S,P](=O)[OH].[C,S,P](=O)[OH]","A10268","Reactive, unstable, toxic","Acid grops","Compounds containing at least three -COOH, -P(=O)OH or S(=O)OH groups","-","-","-","","","-","2011 Enamine"
"TA985","[OR1][CR1][CR1][OR1][CR1][CR1][OR1]","A10268","Reactive, unstable, toxic","Crown ethers ","","-","-","-","","","-","2011 Enamine"
"TA986","PC#N","A10268","Reactive, unstable, toxic","Phosphocyanates","","-","-","-","","","-","2011 Enamine"
"TA987","N#CC[OH]","A10268","Reactive, unstable, toxic","?-Hydroxy nitriles","","-","-","-","","","-","2011 Enamine"
"TA988","[CX3R0](=O)[CX3R0](=O)","A10268","Reactive, unstable, toxic","?-Diketones","R = any atom/ group","-","-","-","","","-","2011 Enamine"
"TA989","(F.F.F.F.F.F.F)","A10268","Reactive, unstable, toxic","Polyfluorinated compounds","Compounds containing at least 7 fluorine atoms","-","-","-","","","-","2011 Enamine"
"TA990","([Cl,Br,I].[Cl,Br,I].[Cl,Br,I].[Cl,Br,I])","A10268","Reactive, unstable, toxic","Polyhalogenated compounds (only Cl, Br and I)","Compounds containing at least 4 halogen (Cl, Br, I) atoms","-","-","-","","","-","2011 Enamine"
"TA991","[NR0v3]-[OR0]","A10268","Reactive, unstable, toxic","Singel acyclic N-O bonds","","-","-","-","","","-","2011 Enamine"
"TA992","[$([#6][CHR0]=[NR0]),$([#6][CR0]([#6])=[NR0])]","A10268","Reactive, unstable, toxic","Imines","R1 = any carbon atom; R2 = H or any carbon atom","-","-","-","","","-","2011 Enamine"
"TA993","C=C(C#N)(C#N)","A10268","Reactive, unstable, toxic","Activated double bonds (4)","","-","-","-","","","-","2011 Enamine"
"TA994","[$([#7+][O-]),$([#7v5]=O);!$([#7](~[OD1])~[OD1])]","A10268","Reactive, unstable, toxic","N-Oxides","","-","-","-","","","-","2011 Enamine"
"TA995","(c12ccccc1cccc2.c12ccccc1cccc2)","A10268","Reactive, unstable, toxic","Polycyclic aromatic hydrocarbons","Compounds containing two naphthalene moieties","-","-","-","","","-","2011 Enamine"
"TA996","[!#1]ON=O","A10268","Reactive, unstable, toxic","Nitrites","R = any atom except H","-","-","-","","","-","2011 Enamine"
"TA997","(N(~[OD1])~[OD1].N(~[OD1])~[OD1])","A10268","Reactive, unstable, toxic","Nitro compounds","Compounds containing at least 2 nitro groups","-","-","-","","","-","2011 Enamine"
"TA998","[NX2]=O","A10268","Reactive, unstable, toxic","Nitroso compounds","R = any atom/ group","-","-","-","","","-","2011 Enamine"
"TA999","[!#1;!#6;!#7;!#8;!#9;!#11;!#12;!#15;!#16;!#17;!#19;!#20;!#35;!#53]","A10268","Reactive, unstable, toxic","Any atoms except organogens, halogens, P, S, K, Na, Mg, Ca","","-","-","-","","","-","2011 Enamine"
"TA1000","P=[S,#6]","A10268","Reactive, unstable, toxic","Double P=S and P=C bonds","A = S or any carbon atom","-","-","-","-","","-","2011 Enamine"
"TA1001","c1c(F)c(F)c(F)c(F)c1(F)","A10268","Reactive, unstable, toxic","Pentafluorobenzenes","","-","-","-","-","","-","2011 Enamine"
"TA1002","c12ccccc1ccc3ccccc23","A10268","Reactive, unstable, toxic","Phenanthrenes","","-","-","-","","","-","2011 Enamine"
"TA1003","c1([NH2])ccc(!@[Nv3])cc1","A10268","Reactive, unstable, toxic","p-Aminoanilines","R = any atom/ group","-","-","-","","","-","2011 Enamine"
"TA1004","[P!v5]","A10268","Reactive, unstable, toxic","Phosphorus derivatives","Compounds containing five-valent phosphorus are exluded","-","-","-","-","","-","2011 Enamine"
"TA1005","[CR0]=[CR0][CR0]=[CR0][CR0]=[CR0][CR0]=[CR0]","A10268","Reactive, unstable, toxic","Conjugated olefins","","-","-","-","","","-","2011 Enamine"
"TA1006","[CX4]C(=O)O[#6][!#1]","A10268","Reactive, unstable, toxic","Carboxylic acid esters","R = alkyl carbon; A = any atom except H ","-","-","-","-","","-","2011 Enamine"
"TA1007","[CX4]C(=O)C","A10268","Reactive, unstable, toxic","Ketones","R1 = alkyl carbon; R2 = aliphatic carbon","-","-","-","","","-","2011 Enamine"
"TA1008","[CX4][NX3]([CX4])c1cc([$([CX4]),$(O[CX4][CX4])])c([#7])[cH]c1","A10268","Reactive, unstable, toxic","N,N-Dialkyl aniline derivatives (1)","R1, R2 = alkyl carbon; R3 = alkyl carbon, -OCC","-","-","-","","","-","2011 Enamine"
"TA1009","[CX4][NX3]([CX4])c1c[cH]c([#7])[cH]c1","A10268","Reactive, unstable, toxic","N,N-Dialkyl aniline derivatives (2)","R1, R2 = alkyl carbon","-","-","-","","","-","2011 Enamine"
"TA1010","[CX4][NX3]([CX4])c1ccc(C=C)cc1","A10268","Reactive, unstable, toxic","N,N-Dialkyl aniline derivatives (3)","","-","-","-","","","-","2011 Enamine"
"TA1011","[CX4][NH]c1ccc(O[CX4])cc1","A10268","Reactive, unstable, toxic","p-Alkoxy-N-alkyl anilines","R1, R2 = alkyl carbon","-","-","-","-","","-","2011 Enamine"
"TA1012","[CX4]N([CX4])c1ccc(O[CX4])cc1","A10268","Reactive, unstable, toxic","p-Alkoxy-N,N-dialkyl anilines","R1, R2, R3 = alkyl carbon","-","-","-","-","","-","2011 Enamine"
"TA1013","[CX4]N([CX4])c1ccc([CX4][$([OH]),$(C=[C!H0]),$(N[CX4])])cc1","A10268","Reactive, unstable, toxic","N,N-Dialkyl aniline derivatives (4)","R1, R2 = alkyl carbon; R3 = -COH, -C=C, -N(C)","-","-","-","","","-","2011 Enamine"
"TA1014","[CX4]N([C!H0])c1[cH][cH]c([$([C!H0!H1]),$([C!H0][C!H0])])[cH][cH]1","A10268","Reactive, unstable, toxic","N,N-Dialkyl aniline derivatives (5)","R1 = alkyl carbon; R2 = alkyl chain","-","-","-","","","-","2011 Enamine"
"TA1015","[CX4]N([C!H0])c1[cH]c([CX4])c([$([C!H0!H1]),$([C!H0][C!H0])])[cH][cH]1","A10268","Reactive, unstable, toxic","N,N-Dialkyl aniline derivatives (6)","R1, R2 = alkyl carbon; R3 = alkyl chain","-","-","-","","","-","2011 Enamine"
"TA1016","P(=O)OP(=O)","A10268","Reactive, unstable, toxic","Phosphoric anhydrides","","-","-","-","","","-","2011 Enamine"
"TA1017","S(=O)OS=O","A10268","Reactive, unstable, toxic","Sulfonylanhydrides","","-","-","-","","","-","2011 Enamine"
"TA1018","C1(=C)C(=O)[#7,#8,#15,#16]N=C1","A10268","Reactive, unstable, toxic","Five-membered heterocycles (1)","","-","-","-","","","-","2011 Enamine"
"TA1019","C1(=S)NC(=O)C(=[#6])S1","A10268","Reactive, unstable, toxic","Thioxo-thiazolidinones","","-","-","-","","","-","2011 Enamine"
"TA1020","[#7,#8,#15,#16]~C1~[#7,#8,#15,#16]~C[#7,#8,#15,#16][CX3](=[#7,#8,#15,#16])[CX3]1(=[C!H0])","A10268","Reactive, unstable, toxic","Six-membered heterocycles","","-","-","-","","","-","2011 Enamine"
"TA1021","C1CC(=O)NC(=O)C1","A10268","Reactive, unstable, toxic","Glutarimides","","-","-","-","","","-","2011 Enamine"
"TA1022","[CD1][CD2][CD2][CD2][CD2][CX4]","A10268","Reactive, unstable, toxic","Aliphatic chain","","-","-","-","","","-","2011 Enamine"
"TA1023","[OH]c1c(C=NN)cccc1","A10268","Reactive, unstable, toxic","o-Substituted phenols (1)","","-","-","-","-","","-","2011 Enamine"
"TA1024","[OH]c1ccc(C=NN)cc1","A10268","Reactive, unstable, toxic","p-Substituted phenols","","-","-","-","-","","-","2011 Enamine"
"TA1025","[#6][#6](=[#7,#8,#15,#16])[#6](=[#7,#8,#15,#16])[#6,Sv6]","A10268","Reactive, unstable, toxic","1,2-Diimines, 1,2-diketones and their thio- and phospho-analogues","R1 = any carbon; R2 = any carbon or six-valent sulfur","-","-","-","-","","-","2011 Enamine"
"TA1026","O=C1[#7]c2ccccc2C1=N[#7]","A10268","Reactive, unstable, toxic","Indolones","","-","-","-","","","-","2011 Enamine"
"TA1027","[nH]1c([$([CH2]),$([C!H0]N),$([CD3]([CH2])[NH][CH2]),$([CD3]([CH2])[CD2][NH][CH2]),$([#6]=,:[#7,#8,#15,#16])])c([CX4!H0])c2[cH]cccc12","A10268","Reactive, unstable, toxic","NH-Indoles","R = -CH2, -CHN, -CH2N, -C(CH2)NHCH2, -C(CH2)CNCH2 -C~N, -C~O, -C~S, -C~P, where ~ = double or aromatic bond","-","-","-","-","","-","2011 Enamine"
"TA1028","n1([CH2])c([$([CH2]),$([C!H0]N),$([CD3]([CH2])[NH][CH2]),$([CD3]([CH2])[CD2][NH][CH2]),$([#6]=,:[#7,#8,#15,#16])])c([CX4!H0])c2[cH]cccc12","A10268","Reactive, unstable, toxic","N-Alkyl substituted indoles","R = -CH2, -CHN, -CH2N, -C(CH2)NHCH2, -C(CH2)CNCH2 -C~N, -C~O, -C~S, -C~P, where ~ = double or aromatic bond","-","-","-","","","-","2011 Enamine"
"TA1029","[*r10,*r11,*r12,*r13,*r14,*r15,*r16,*r17,*r18,*r19,*r20,*r21,*r22,*r23,*r24,*r25,*r26,*r27,*r28,*r29,*r30]","A10268","Reactive, unstable, toxic","Macrocycles","Compounds containing a ring of ten to thirty atoms","-","-","-","","","-","2011 Enamine"
"TA1030","[OH]c1c([CX4][#7])cccc1","A10268","Reactive, unstable, toxic","o-Substituted phenols (2)","","-","-","-","-","","-","2011 Enamine"
"TA1031","NC(=[O,S])NC(=[O,S])NC=[O,S]","A10268","Reactive, unstable, toxic","N-Allophanoylamides and their thio analogues","","-","-","-","-","","-","2011 Enamine"
"TA1032","C1COC(C1)C1CCCCO1","A10268","Reactive, unstable, toxic","Tetrahydrofuranyltetrahydropyrans","","-","-","-","","","-","2011 Enamine"
"TA1033","[C!H0]1NC(=O)C2CCCCC12","A10268","Reactive, unstable, toxic","Octahydroisoindolones","","-","-","-","","","-","2011 Enamine"
"TA1034","N1(c2[!#1]cccc2)C([CX4])=C[C!H0]=C1[CX4]","A10268","Reactive, unstable, toxic","N-Phenylpyrrole derivatives","R1, R2 = alkyl carbon; A = any atom except H ","-","-","-","","","-","2011 Enamine"
"TA1035","[#7,#8,#15,#16]=[#6]1-,:[#6]=,:[#6]-,:[#6](=[#7,#8,#15,#16])-,:[#6]=,:[#6]1","A10268","Reactive, unstable, toxic","Quinones, quinone-(di)imines and their thio- and phospho-analogues ","","-","-","-","-","","-","2011 Enamine"
"TA1036","[#7]=C1S[CH]=C([$([CH2]),$(c:c)])N1","A10268","Reactive, unstable, toxic","Five-membered heterocycles (2)","R = -CH2, aromatic carbon","-","-","-","","","-","2011 Enamine"
"TA1037","[#7]=C1SC([$([CH2]),$(C=O)])=C([$([CH2]),$(c:c)])N1","A10268","Reactive, unstable, toxic","Five-membered heterocycles (3)","R1 = -CH2, aromatic carbon; R2 = -CH2, -C=O","-","-","-","","","-","2011 Enamine"
"TA1038","c[CX4](c)c","A10268","Reactive, unstable, toxic","Tert-butyl carbon atom","R = any atom/ group","-","-","-","","","-","2011 Enamine"
"TA1039","[CH2,CH3]C#C[CH2,CH3]","A10271","Reactive, unstable, toxic","Acethylenes","","-","-","-","","","-","2011 "Ontario"_filters"
"TA1040","[CX3](=[OX1])[CX4]([#1,Cl,Br,I])([#1,Cl,Br,I])[Cl,Br,I]","A10271","Reactive, unstable, toxic","?-Halocarbonyls","","-","-","-","-","","-","2011 "Ontario"_filters"
"TA1041","[#6,#1][CX3]([H])=[OX1]","A10271","Reactive, unstable, toxic","Aldehydes","","-","-","-","-","","-","2011 "Ontario"_filters"
"TA1042","[F,Cl,Br,I][CX4][CX2]#[NX1]","A10271","Reactive, unstable, toxic","?-Halonitriles","","-","-","-","","","-","2011 "Ontario"_filters"
"TA1043","[c,n]1[c,n][c,n]c2[c,n]c3[c,n][c,n][c,n][c,n]c3[c,n]c2c1","A10271","Reactive, unstable, toxic","Anthracenes","","-","-","-","","","-","2011 "Ontario"_filters"
"TA1044"," [#6]-[$([NX2]=[NX2+]=[NX1-]),$([NX2]=[NX2+]=N)]","A10271","Reactive, unstable, toxic","Azides","","-","-","-","-","","-","2011 "Ontario"_filters"
"TA1045","[#6]-[NX2-][NX2+]#[NX1;0]","A10271","Reactive, unstable, toxic","Azide tautomers","","-","-","-","-","","-","2011 "Ontario"_filters"
"TA1046","[#7,#8,#16]1-,:[#6]=,:[#6]-,:[#7+]2=,:[#6,#7]-,:[#6,#7]=,:[#6,#7]-,:[#6,#7]=,:[#6]21","A10271","Reactive, unstable, toxic","Benzthiozolium like compounds","","-","-","-","","","-","2011 "Ontario"_filters"
"TA1047","c1([OH1])c([OH1])cccc1","A10271","Reactive, unstable, toxic","Catechols","","-","-","-","","","-","2011 "Ontario"_filters"
